Entity,Code,Year,HepB3 (% of one-year-olds immunized)
Afghanistan,AFG,2007,63
Afghanistan,AFG,2008,64
Afghanistan,AFG,2009,63
Afghanistan,AFG,2010,66
Afghanistan,AFG,2011,68
Afghanistan,AFG,2012,67
Afghanistan,AFG,2013,64
Afghanistan,AFG,2014,62
African Region (WHO),,1985,0
African Region (WHO),,1986,0
African Region (WHO),,1987,0
African Region (WHO),,1988,0
African Region (WHO),,1989,0
African Region (WHO),,1990,0
African Region (WHO),,1991,0
African Region (WHO),,1992,0
African Region (WHO),,1993,0
African Region (WHO),,1994,0
African Region (WHO),,1995,0
African Region (WHO),,1996,1
African Region (WHO),,1997,4
African Region (WHO),,1998,4
African Region (WHO),,1999,4
African Region (WHO),,2000,5
African Region (WHO),,2001,5
African Region (WHO),,2002,24
African Region (WHO),,2003,28
African Region (WHO),,2004,33
African Region (WHO),,2005,41
African Region (WHO),,2006,46
African Region (WHO),,2007,62
African Region (WHO),,2008,64
African Region (WHO),,2009,72
African Region (WHO),,2010,70
African Region (WHO),,2011,70
African Region (WHO),,2012,69
African Region (WHO),,2013,69
African Region (WHO),,2014,71
Albania,ALB,1994,99
Albania,ALB,1995,88
Albania,ALB,1996,96
Albania,ALB,1997,97
Albania,ALB,1998,94
Albania,ALB,1999,96
Albania,ALB,2000,96
Albania,ALB,2001,96
Albania,ALB,2002,96
Albania,ALB,2003,97
Albania,ALB,2004,99
Albania,ALB,2005,98
Albania,ALB,2006,98
Albania,ALB,2007,98
Albania,ALB,2008,99
Albania,ALB,2009,98
Albania,ALB,2010,99
Albania,ALB,2011,99
Albania,ALB,2012,99
Albania,ALB,2013,99
Albania,ALB,2014,98
Algeria,DZA,2004,81
Algeria,DZA,2005,83
Algeria,DZA,2006,80
Algeria,DZA,2007,90
Algeria,DZA,2008,91
Algeria,DZA,2009,94
Algeria,DZA,2010,95
Algeria,DZA,2011,95
Algeria,DZA,2012,95
Algeria,DZA,2013,95
Algeria,DZA,2014,95
Andorra,AND,1997,75
Andorra,AND,1998,80
Andorra,AND,1999,75
Andorra,AND,2000,84
Andorra,AND,2001,84
Andorra,AND,2002,84
Andorra,AND,2003,81
Andorra,AND,2004,77
Andorra,AND,2005,79
Andorra,AND,2006,84
Andorra,AND,2007,91
Andorra,AND,2008,97
Andorra,AND,2009,96
Andorra,AND,2010,96
Andorra,AND,2011,99
Andorra,AND,2012,96
Andorra,AND,2013,94
Andorra,AND,2014,95
Angola,AGO,2007,43
Angola,AGO,2008,45
Angola,AGO,2009,47
Angola,AGO,2010,49
Angola,AGO,2011,50
Angola,AGO,2012,52
Angola,AGO,2013,54
Angola,AGO,2014,55
Antigua and Barbuda,ATG,2001,96
Antigua and Barbuda,ATG,2002,99
Antigua and Barbuda,ATG,2003,99
Antigua and Barbuda,ATG,2004,97
Antigua and Barbuda,ATG,2005,99
Antigua and Barbuda,ATG,2006,99
Antigua and Barbuda,ATG,2007,97
Antigua and Barbuda,ATG,2008,98
Antigua and Barbuda,ATG,2009,98
Antigua and Barbuda,ATG,2010,98
Antigua and Barbuda,ATG,2011,99
Antigua and Barbuda,ATG,2012,98
Antigua and Barbuda,ATG,2013,99
Antigua and Barbuda,ATG,2014,99
Argentina,ARG,2002,66
Argentina,ARG,2003,73
Argentina,ARG,2004,81
Argentina,ARG,2005,88
Argentina,ARG,2006,84
Argentina,ARG,2007,85
Argentina,ARG,2008,90
Argentina,ARG,2009,94
Argentina,ARG,2010,94
Argentina,ARG,2011,91
Argentina,ARG,2012,91
Argentina,ARG,2013,94
Argentina,ARG,2014,94
Armenia,ARM,2000,55
Armenia,ARM,2001,69
Armenia,ARM,2002,91
Armenia,ARM,2003,93
Armenia,ARM,2004,91
Armenia,ARM,2005,91
Armenia,ARM,2006,78
Armenia,ARM,2007,85
Armenia,ARM,2008,89
Armenia,ARM,2009,93
Armenia,ARM,2010,94
Armenia,ARM,2011,95
Armenia,ARM,2012,95
Armenia,ARM,2013,95
Armenia,ARM,2014,93
Australia,AUS,2001,94
Australia,AUS,2002,95
Australia,AUS,2003,95
Australia,AUS,2004,95
Australia,AUS,2005,95
Australia,AUS,2006,95
Australia,AUS,2007,94
Australia,AUS,2008,94
Australia,AUS,2009,94
Australia,AUS,2010,92
Australia,AUS,2011,92
Australia,AUS,2012,91
Australia,AUS,2013,91
Australia,AUS,2014,91
Austria,AUT,2000,33
Austria,AUT,2001,44
Austria,AUT,2002,81
Austria,AUT,2003,83
Austria,AUT,2004,83
Austria,AUT,2005,86
Austria,AUT,2006,83
Austria,AUT,2007,85
Austria,AUT,2008,83
Austria,AUT,2009,83
Austria,AUT,2010,86
Austria,AUT,2011,89
Austria,AUT,2012,92
Austria,AUT,2013,95
Austria,AUT,2014,98
Azerbaijan,AZE,2002,50
Azerbaijan,AZE,2003,51
Azerbaijan,AZE,2004,50
Azerbaijan,AZE,2005,49
Azerbaijan,AZE,2006,52
Azerbaijan,AZE,2007,62
Azerbaijan,AZE,2008,68
Azerbaijan,AZE,2009,74
Azerbaijan,AZE,2010,80
Azerbaijan,AZE,2011,84
Azerbaijan,AZE,2012,88
Azerbaijan,AZE,2013,93
Azerbaijan,AZE,2014,94
Bahamas,BHS,2001,21
Bahamas,BHS,2002,89
Bahamas,BHS,2003,88
Bahamas,BHS,2004,93
Bahamas,BHS,2005,93
Bahamas,BHS,2006,96
Bahamas,BHS,2007,93
Bahamas,BHS,2008,90
Bahamas,BHS,2009,95
Bahamas,BHS,2010,98
Bahamas,BHS,2011,95
Bahamas,BHS,2012,96
Bahamas,BHS,2013,97
Bahamas,BHS,2014,96
Bahrain,BHR,1992,57
Bahrain,BHR,1993,90
Bahrain,BHR,1994,93
Bahrain,BHR,1995,95
Bahrain,BHR,1996,96
Bahrain,BHR,1997,95
Bahrain,BHR,1998,95
Bahrain,BHR,1999,97
Bahrain,BHR,2000,97
Bahrain,BHR,2001,99
Bahrain,BHR,2002,98
Bahrain,BHR,2003,98
Bahrain,BHR,2004,98
Bahrain,BHR,2005,98
Bahrain,BHR,2006,98
Bahrain,BHR,2007,97
Bahrain,BHR,2008,97
Bahrain,BHR,2009,98
Bahrain,BHR,2010,99
Bahrain,BHR,2011,99
Bahrain,BHR,2012,99
Bahrain,BHR,2013,99
Bahrain,BHR,2014,98
Bangladesh,BGD,2003,5
Bangladesh,BGD,2004,11
Bangladesh,BGD,2005,45
Bangladesh,BGD,2006,86
Bangladesh,BGD,2007,95
Bangladesh,BGD,2008,96
Bangladesh,BGD,2009,97
Bangladesh,BGD,2010,94
Bangladesh,BGD,2011,96
Bangladesh,BGD,2012,94
Bangladesh,BGD,2013,96
Bangladesh,BGD,2014,97
Barbados,BRB,2001,18
Barbados,BRB,2002,66
Barbados,BRB,2003,91
Barbados,BRB,2004,93
Barbados,BRB,2005,92
Barbados,BRB,2006,84
Barbados,BRB,2007,93
Barbados,BRB,2008,85
Barbados,BRB,2009,93
Barbados,BRB,2010,86
Barbados,BRB,2011,91
Barbados,BRB,2012,87
Barbados,BRB,2013,91
Barbados,BRB,2014,94
Belarus,BLR,2000,70
Belarus,BLR,2001,93
Belarus,BLR,2002,99
Belarus,BLR,2003,56
Belarus,BLR,2004,99
Belarus,BLR,2005,99
Belarus,BLR,2006,98
Belarus,BLR,2007,91
Belarus,BLR,2008,98
Belarus,BLR,2009,98
Belarus,BLR,2010,96
Belarus,BLR,2011,98
Belarus,BLR,2012,97
Belarus,BLR,2013,98
Belarus,BLR,2014,97
Belgium,BEL,1997,2
Belgium,BEL,1998,31
Belgium,BEL,1999,46
Belgium,BEL,2000,60
Belgium,BEL,2001,60
Belgium,BEL,2002,60
Belgium,BEL,2003,64
Belgium,BEL,2004,64
Belgium,BEL,2005,77
Belgium,BEL,2006,94
Belgium,BEL,2007,94
Belgium,BEL,2008,98
Belgium,BEL,2009,97
Belgium,BEL,2010,97
Belgium,BEL,2011,97
Belgium,BEL,2012,98
Belgium,BEL,2013,98
Belgium,BEL,2014,98
Belize,BLZ,2000,76
Belize,BLZ,2001,96
Belize,BLZ,2002,97
Belize,BLZ,2003,96
Belize,BLZ,2004,97
Belize,BLZ,2005,96
Belize,BLZ,2006,98
Belize,BLZ,2007,96
Belize,BLZ,2008,94
Belize,BLZ,2009,97
Belize,BLZ,2010,96
Belize,BLZ,2011,95
Belize,BLZ,2012,98
Belize,BLZ,2013,95
Belize,BLZ,2014,95
Benin,BEN,2002,15
Benin,BEN,2003,73
Benin,BEN,2004,75
Benin,BEN,2005,70
Benin,BEN,2006,74
Benin,BEN,2007,82
Benin,BEN,2008,75
Benin,BEN,2009,79
Benin,BEN,2010,76
Benin,BEN,2011,75
Benin,BEN,2012,80
Benin,BEN,2013,77
Benin,BEN,2014,74
Bhutan,BTN,1996,16
Bhutan,BTN,1997,84
Bhutan,BTN,1998,81
Bhutan,BTN,1999,90
Bhutan,BTN,2000,98
Bhutan,BTN,2001,89
Bhutan,BTN,2002,83
Bhutan,BTN,2003,95
Bhutan,BTN,2004,89
Bhutan,BTN,2005,95
Bhutan,BTN,2006,95
Bhutan,BTN,2007,95
Bhutan,BTN,2008,96
Bhutan,BTN,2009,93
Bhutan,BTN,2010,91
Bhutan,BTN,2011,95
Bhutan,BTN,2012,97
Bhutan,BTN,2013,97
Bhutan,BTN,2014,99
Bolivia,BOL,2000,77
Bolivia,BOL,2001,77
Bolivia,BOL,2002,77
Bolivia,BOL,2003,80
Bolivia,BOL,2004,84
Bolivia,BOL,2005,85
Bolivia,BOL,2006,83
Bolivia,BOL,2007,84
Bolivia,BOL,2008,88
Bolivia,BOL,2009,93
Bolivia,BOL,2010,91
Bolivia,BOL,2011,95
Bolivia,BOL,2012,93
Bolivia,BOL,2013,87
Bolivia,BOL,2014,85
Bosnia and Herzegovina,BIH,2004,36
Bosnia and Herzegovina,BIH,2005,93
Bosnia and Herzegovina,BIH,2006,90
Bosnia and Herzegovina,BIH,2007,94
Bosnia and Herzegovina,BIH,2008,88
Bosnia and Herzegovina,BIH,2009,90
Bosnia and Herzegovina,BIH,2010,89
Bosnia and Herzegovina,BIH,2011,88
Bosnia and Herzegovina,BIH,2012,92
Bosnia and Herzegovina,BIH,2013,91
Bosnia and Herzegovina,BIH,2014,89
Botswana,BWA,1995,73
Botswana,BWA,1996,62
Botswana,BWA,1997,60
Botswana,BWA,1998,77
Botswana,BWA,1999,85
Botswana,BWA,2000,86
Botswana,BWA,2001,87
Botswana,BWA,2002,88
Botswana,BWA,2003,90
Botswana,BWA,2004,91
Botswana,BWA,2005,92
Botswana,BWA,2006,93
Botswana,BWA,2007,93
Botswana,BWA,2008,94
Botswana,BWA,2009,94
Botswana,BWA,2010,95
Botswana,BWA,2011,95
Botswana,BWA,2012,95
Botswana,BWA,2013,95
Botswana,BWA,2014,95
Brazil,BRA,1994,4
Brazil,BRA,1995,10
Brazil,BRA,1996,15
Brazil,BRA,1997,6
Brazil,BRA,1998,13
Brazil,BRA,1999,84
Brazil,BRA,2000,94
Brazil,BRA,2001,91
Brazil,BRA,2002,92
Brazil,BRA,2003,97
Brazil,BRA,2004,96
Brazil,BRA,2005,98
Brazil,BRA,2006,99
Brazil,BRA,2007,99
Brazil,BRA,2008,96
Brazil,BRA,2009,99
Brazil,BRA,2010,96
Brazil,BRA,2011,98
Brazil,BRA,2012,96
Brazil,BRA,2013,96
Brazil,BRA,2014,96
Brunei,BRN,1990,96
Brunei,BRN,1991,96
Brunei,BRN,1992,96
Brunei,BRN,1993,99
Brunei,BRN,1994,99
Brunei,BRN,1995,99
Brunei,BRN,1996,98
Brunei,BRN,1997,98
Brunei,BRN,1998,99
Brunei,BRN,1999,93
Brunei,BRN,2000,99
Brunei,BRN,2001,99
Brunei,BRN,2002,99
Brunei,BRN,2003,99
Brunei,BRN,2004,99
Brunei,BRN,2005,99
Brunei,BRN,2006,99
Brunei,BRN,2007,97
Brunei,BRN,2008,96
Brunei,BRN,2009,96
Brunei,BRN,2010,96
Brunei,BRN,2011,93
Brunei,BRN,2012,99
Brunei,BRN,2013,98
Brunei,BRN,2014,99
Bulgaria,BGR,1992,71
Bulgaria,BGR,1993,96
Bulgaria,BGR,1994,94
Bulgaria,BGR,1995,95
Bulgaria,BGR,1996,94
Bulgaria,BGR,1997,77
Bulgaria,BGR,1998,97
Bulgaria,BGR,1999,97
Bulgaria,BGR,2000,94
Bulgaria,BGR,2001,93
Bulgaria,BGR,2002,88
Bulgaria,BGR,2003,96
Bulgaria,BGR,2004,94
Bulgaria,BGR,2005,96
Bulgaria,BGR,2006,96
Bulgaria,BGR,2007,95
Bulgaria,BGR,2008,96
Bulgaria,BGR,2009,96
Bulgaria,BGR,2010,95
Bulgaria,BGR,2011,96
Bulgaria,BGR,2012,95
Bulgaria,BGR,2013,95
Bulgaria,BGR,2014,95
Burkina Faso,BFA,2006,76
Burkina Faso,BFA,2007,89
Burkina Faso,BFA,2008,93
Burkina Faso,BFA,2009,92
Burkina Faso,BFA,2010,91
Burkina Faso,BFA,2011,91
Burkina Faso,BFA,2012,90
Burkina Faso,BFA,2013,88
Burkina Faso,BFA,2014,91
Burundi,BDI,2004,83
Burundi,BDI,2005,87
Burundi,BDI,2006,92
Burundi,BDI,2007,99
Burundi,BDI,2008,92
Burundi,BDI,2009,94
Burundi,BDI,2010,96
Burundi,BDI,2011,96
Burundi,BDI,2012,96
Burundi,BDI,2013,96
Burundi,BDI,2014,95
Cambodia,KHM,2006,80
Cambodia,KHM,2007,82
Cambodia,KHM,2008,91
Cambodia,KHM,2009,92
Cambodia,KHM,2010,91
Cambodia,KHM,2011,91
Cambodia,KHM,2012,91
Cambodia,KHM,2013,86
Cambodia,KHM,2014,91
Cameroon,CMR,2005,79
Cameroon,CMR,2006,81
Cameroon,CMR,2007,82
Cameroon,CMR,2008,84
Cameroon,CMR,2009,80
Cameroon,CMR,2010,84
Cameroon,CMR,2011,82
Cameroon,CMR,2012,85
Cameroon,CMR,2013,89
Cameroon,CMR,2014,83
Canada,CAN,2003,14
Canada,CAN,2004,14
Canada,CAN,2005,14
Canada,CAN,2006,14
Canada,CAN,2007,14
Canada,CAN,2008,28
Canada,CAN,2009,42
Canada,CAN,2010,56
Canada,CAN,2011,70
Canada,CAN,2012,70
Canada,CAN,2013,55
Canada,CAN,2014,55
Cape Verde,CPV,2002,40
Cape Verde,CPV,2003,66
Cape Verde,CPV,2004,91
Cape Verde,CPV,2005,93
Cape Verde,CPV,2006,95
Cape Verde,CPV,2007,96
Cape Verde,CPV,2008,98
Cape Verde,CPV,2009,98
Cape Verde,CPV,2010,98
Cape Verde,CPV,2011,90
Cape Verde,CPV,2012,94
Cape Verde,CPV,2013,93
Cape Verde,CPV,2014,96
Central African Republic,CAF,2009,42
Central African Republic,CAF,2010,45
Central African Republic,CAF,2011,47
Central African Republic,CAF,2012,47
Central African Republic,CAF,2013,23
Central African Republic,CAF,2014,45
Chad,TCD,2008,17
Chad,TCD,2009,24
Chad,TCD,2010,39
Chad,TCD,2011,33
Chad,TCD,2012,40
Chad,TCD,2013,39
Chad,TCD,2014,36
Chile,CHL,2006,95
Chile,CHL,2007,92
Chile,CHL,2008,95
Chile,CHL,2009,94
Chile,CHL,2010,92
Chile,CHL,2011,94
Chile,CHL,2012,90
Chile,CHL,2013,90
Chile,CHL,2014,95
China,CHN,2000,60
China,CHN,2001,65
China,CHN,2002,70
China,CHN,2003,75
China,CHN,2004,79
China,CHN,2005,84
China,CHN,2006,91
China,CHN,2007,92
China,CHN,2008,95
China,CHN,2009,99
China,CHN,2010,99
China,CHN,2011,99
China,CHN,2012,99
China,CHN,2013,99
China,CHN,2014,99
Colombia,COL,1995,71
Colombia,COL,1996,95
Colombia,COL,1997,85
Colombia,COL,1998,75
Colombia,COL,1999,77
Colombia,COL,2000,78
Colombia,COL,2001,80
Colombia,COL,2002,78
Colombia,COL,2003,92
Colombia,COL,2004,89
Colombia,COL,2005,93
Colombia,COL,2006,93
Colombia,COL,2007,94
Colombia,COL,2008,92
Colombia,COL,2009,92
Colombia,COL,2010,88
Colombia,COL,2011,85
Colombia,COL,2012,92
Colombia,COL,2013,91
Colombia,COL,2014,90
Comoros,COM,2003,28
Comoros,COM,2004,77
Comoros,COM,2005,68
Comoros,COM,2006,69
Comoros,COM,2007,75
Comoros,COM,2008,81
Comoros,COM,2009,83
Comoros,COM,2010,74
Comoros,COM,2011,83
Comoros,COM,2012,89
Comoros,COM,2013,88
Comoros,COM,2014,88
Congo,COG,2007,64
Congo,COG,2008,73
Congo,COG,2009,75
Congo,COG,2010,74
Congo,COG,2011,70
Congo,COG,2012,62
Congo,COG,2013,85
Congo,COG,2014,90
Cook Islands,COK,1990,71
Cook Islands,COK,1991,85
Cook Islands,COK,1992,98
Cook Islands,COK,1993,76
Cook Islands,COK,1994,79
Cook Islands,COK,1995,85
Cook Islands,COK,1996,65
Cook Islands,COK,1997,99
Cook Islands,COK,1998,88
Cook Islands,COK,1999,90
Cook Islands,COK,2000,98
Cook Islands,COK,2001,93
Cook Islands,COK,2002,93
Cook Islands,COK,2003,93
Cook Islands,COK,2004,99
Cook Islands,COK,2005,99
Cook Islands,COK,2006,99
Cook Islands,COK,2007,99
Cook Islands,COK,2008,99
Cook Islands,COK,2009,82
Cook Islands,COK,2010,99
Cook Islands,COK,2011,93
Cook Islands,COK,2012,98
Cook Islands,COK,2013,98
Cook Islands,COK,2014,99
Costa Rica,CRI,1997,76
Costa Rica,CRI,1998,86
Costa Rica,CRI,1999,83
Costa Rica,CRI,2000,89
Costa Rica,CRI,2001,80
Costa Rica,CRI,2002,94
Costa Rica,CRI,2003,86
Costa Rica,CRI,2004,89
Costa Rica,CRI,2005,90
Costa Rica,CRI,2006,88
Costa Rica,CRI,2007,89
Costa Rica,CRI,2008,89
Costa Rica,CRI,2009,87
Costa Rica,CRI,2010,89
Costa Rica,CRI,2011,84
Costa Rica,CRI,2012,91
Costa Rica,CRI,2013,94
Costa Rica,CRI,2014,91
Cote d'Ivoire,CIV,2001,10
Cote d'Ivoire,CIV,2002,48
Cote d'Ivoire,CIV,2003,63
Cote d'Ivoire,CIV,2004,67
Cote d'Ivoire,CIV,2005,76
Cote d'Ivoire,CIV,2006,77
Cote d'Ivoire,CIV,2007,76
Cote d'Ivoire,CIV,2008,74
Cote d'Ivoire,CIV,2009,81
Cote d'Ivoire,CIV,2010,79
Cote d'Ivoire,CIV,2011,62
Cote d'Ivoire,CIV,2012,82
Cote d'Ivoire,CIV,2013,75
Cote d'Ivoire,CIV,2014,73
Croatia,HRV,2007,94
Croatia,HRV,2008,97
Croatia,HRV,2009,97
Croatia,HRV,2010,97
Croatia,HRV,2011,96
Croatia,HRV,2012,96
Croatia,HRV,2013,96
Croatia,HRV,2014,95
Cuba,CUB,1993,84
Cuba,CUB,1994,98
Cuba,CUB,1995,99
Cuba,CUB,1996,99
Cuba,CUB,1997,98
Cuba,CUB,1998,98
Cuba,CUB,1999,99
Cuba,CUB,2000,98
Cuba,CUB,2001,98
Cuba,CUB,2002,98
Cuba,CUB,2003,99
Cuba,CUB,2004,99
Cuba,CUB,2005,95
Cuba,CUB,2006,89
Cuba,CUB,2007,93
Cuba,CUB,2008,95
Cuba,CUB,2009,96
Cuba,CUB,2010,96
Cuba,CUB,2011,96
Cuba,CUB,2012,96
Cuba,CUB,2013,96
Cuba,CUB,2014,97
Cyprus,CYP,1991,20
Cyprus,CYP,1992,27
Cyprus,CYP,1993,41
Cyprus,CYP,1994,54
Cyprus,CYP,1995,68
Cyprus,CYP,1996,88
Cyprus,CYP,1997,88
Cyprus,CYP,1998,88
Cyprus,CYP,1999,89
Cyprus,CYP,2000,89
Cyprus,CYP,2001,89
Cyprus,CYP,2002,88
Cyprus,CYP,2003,88
Cyprus,CYP,2004,88
Cyprus,CYP,2005,88
Cyprus,CYP,2006,93
Cyprus,CYP,2007,93
Cyprus,CYP,2008,93
Cyprus,CYP,2009,96
Cyprus,CYP,2010,96
Cyprus,CYP,2011,96
Cyprus,CYP,2012,96
Cyprus,CYP,2013,96
Cyprus,CYP,2014,96
Czechia,CZE,2002,86
Czechia,CZE,2003,92
Czechia,CZE,2004,98
Czechia,CZE,2005,99
Czechia,CZE,2006,98
Czechia,CZE,2007,99
Czechia,CZE,2008,99
Czechia,CZE,2009,99
Czechia,CZE,2010,99
Czechia,CZE,2011,99
Czechia,CZE,2012,99
Czechia,CZE,2013,99
Czechia,CZE,2014,99
Democratic Republic of Congo,COD,2007,65
Democratic Republic of Congo,COD,2008,68
Democratic Republic of Congo,COD,2009,71
Democratic Republic of Congo,COD,2010,60
Democratic Republic of Congo,COD,2011,70
Democratic Republic of Congo,COD,2012,71
Democratic Republic of Congo,COD,2013,71
Democratic Republic of Congo,COD,2014,73
Djibouti,DJI,2007,25
Djibouti,DJI,2008,88
Djibouti,DJI,2009,89
Djibouti,DJI,2010,88
Djibouti,DJI,2011,87
Djibouti,DJI,2012,81
Djibouti,DJI,2013,82
Djibouti,DJI,2014,78
Dominica,DMA,2006,7
Dominica,DMA,2007,93
Dominica,DMA,2008,96
Dominica,DMA,2009,99
Dominica,DMA,2010,98
Dominica,DMA,2011,98
Dominica,DMA,2012,97
Dominica,DMA,2013,96
Dominica,DMA,2014,97
Dominican Republic,DOM,1998,62
Dominican Republic,DOM,1999,76
Dominican Republic,DOM,2000,68
Dominican Republic,DOM,2001,66
Dominican Republic,DOM,2002,63
Dominican Republic,DOM,2003,79
Dominican Republic,DOM,2004,82
Dominican Republic,DOM,2005,87
Dominican Republic,DOM,2006,84
Dominican Republic,DOM,2007,81
Dominican Republic,DOM,2008,81
Dominican Republic,DOM,2009,80
Dominican Republic,DOM,2010,83
Dominican Republic,DOM,2011,80
Dominican Republic,DOM,2012,74
Dominican Republic,DOM,2013,80
Dominican Republic,DOM,2014,89
East Timor,TLS,2008,79
East Timor,TLS,2009,72
East Timor,TLS,2010,72
East Timor,TLS,2011,67
East Timor,TLS,2012,83
East Timor,TLS,2013,82
East Timor,TLS,2014,77
Eastern Mediterranean Region (WHO),,1985,0
Eastern Mediterranean Region (WHO),,1986,0
Eastern Mediterranean Region (WHO),,1987,0
Eastern Mediterranean Region (WHO),,1988,0
Eastern Mediterranean Region (WHO),,1989,0
Eastern Mediterranean Region (WHO),,1990,3
Eastern Mediterranean Region (WHO),,1991,4
Eastern Mediterranean Region (WHO),,1992,5
Eastern Mediterranean Region (WHO),,1993,6
Eastern Mediterranean Region (WHO),,1994,23
Eastern Mediterranean Region (WHO),,1995,27
Eastern Mediterranean Region (WHO),,1996,28
