Entity,Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
Democratic Republic of Congo,COD,2008,4.31
Democratic Republic of Congo,COD,2009,4.51
Democratic Republic of Congo,COD,2010,3.72
Democratic Republic of Congo,COD,2011,3.19
Democratic Republic of Congo,COD,2012,3.22
Democratic Republic of Congo,COD,2013,3.34
Democratic Republic of Congo,COD,2014,3.73
Denmark,DNK,2000,8.1
Denmark,DNK,2001,8.45
Denmark,DNK,2002,8.7
Denmark,DNK,2003,8.9
Denmark,DNK,2004,9.01
Denmark,DNK,2005,9.09
Denmark,DNK,2006,9.17
Denmark,DNK,2007,9.33
Denmark,DNK,2008,9.51
Denmark,DNK,2009,10.67
Denmark,DNK,2010,10.61
Denmark,DNK,2011,10.41
Denmark,DNK,2012,10.52
Denmark,DNK,2013,10.33
Denmark,DNK,2014,10.31
Djibouti,DJI,2000,3.4
Djibouti,DJI,2001,3.2
Djibouti,DJI,2002,3.76
Djibouti,DJI,2003,4.27
Djibouti,DJI,2004,3.54
Djibouti,DJI,2005,3.81
Djibouti,DJI,2006,4.22
Djibouti,DJI,2007,4.06
Djibouti,DJI,2008,3.62
Djibouti,DJI,2009,3.64
Djibouti,DJI,2010,3.36
Djibouti,DJI,2011,3.38
Djibouti,DJI,2012,3.3
Djibouti,DJI,2013,2.92
Djibouti,DJI,2014,2.97
Dominica,DMA,2000,5.32
Dominica,DMA,2001,4.65
Dominica,DMA,2002,4.65
Dominica,DMA,2003,4.85
Dominica,DMA,2004,4.75
Dominica,DMA,2005,4.98
Dominica,DMA,2006,4.78
Dominica,DMA,2007,4.79
Dominica,DMA,2008,5.05
Dominica,DMA,2009,4.98
Dominica,DMA,2010,5.16
Dominica,DMA,2011,5.33
Dominica,DMA,2012,5.8
Dominica,DMA,2013,5.35
Dominica,DMA,2014,5.26
Dominican Republic,DOM,2000,4.88
Dominican Republic,DOM,2001,4.88
Dominican Republic,DOM,2002,4.99
Dominican Republic,DOM,2003,4.39
Dominican Republic,DOM,2004,4.29
Dominican Republic,DOM,2005,4.35
Dominican Republic,DOM,2006,3.99
Dominican Republic,DOM,2007,4.09
Dominican Republic,DOM,2008,4.56
Dominican Republic,DOM,2009,4.76
Dominican Republic,DOM,2010,4.92
Dominican Republic,DOM,2011,5.04
Dominican Republic,DOM,2012,5.05
Dominican Republic,DOM,2013,4.92
Dominican Republic,DOM,2014,4.8
East Timor,TLS,2003,2.84
East Timor,TLS,2004,4.26
East Timor,TLS,2005,5.28
East Timor,TLS,2006,6
East Timor,TLS,2007,5.65
East Timor,TLS,2008,6.97
East Timor,TLS,2009,7.31
East Timor,TLS,2010,6.47
East Timor,TLS,2011,6.87
East Timor,TLS,2012,6.99
East Timor,TLS,2013,8.53
East Timor,TLS,2014,7.6
Eastern Mediterranean (WHO),,2000,4.3
Eastern Mediterranean (WHO),,2001,4.48
Eastern Mediterranean (WHO),,2002,4.77
Eastern Mediterranean (WHO),,2003,4.69
Eastern Mediterranean (WHO),,2004,4.54
Eastern Mediterranean (WHO),,2005,4.34
Eastern Mediterranean (WHO),,2006,4.4
Eastern Mediterranean (WHO),,2007,4.45
Eastern Mediterranean (WHO),,2008,4.34
Eastern Mediterranean (WHO),,2009,4.84
Eastern Mediterranean (WHO),,2010,4.5
Eastern Mediterranean (WHO),,2011,4.47
Eastern Mediterranean (WHO),,2012,4.47
Eastern Mediterranean (WHO),,2013,4.69
Eastern Mediterranean (WHO),,2014,4.86
Ecuador,ECU,2000,3.33
Ecuador,ECU,2001,3.76
Ecuador,ECU,2002,4.48
Ecuador,ECU,2003,5.44
Ecuador,ECU,2004,5.57
Ecuador,ECU,2005,5.6
Ecuador,ECU,2006,5.71
Ecuador,ECU,2007,5.43
Ecuador,ECU,2008,5.47
Ecuador,ECU,2009,5.8
Ecuador,ECU,2010,6.22
Ecuador,ECU,2011,6.58
Ecuador,ECU,2012,6.86
Ecuador,ECU,2013,6.88
Ecuador,ECU,2014,6.83
Egypt,EGY,2000,4.92
Egypt,EGY,2001,5.4
Egypt,EGY,2002,5.51
Egypt,EGY,2003,5.22
Egypt,EGY,2004,4.86
Egypt,EGY,2005,4.92
Egypt,EGY,2006,4.84
Egypt,EGY,2007,4.44
Egypt,EGY,2008,4.47
Egypt,EGY,2009,4.38
Egypt,EGY,2010,4.15
Egypt,EGY,2011,4.36
Egypt,EGY,2012,4.46
Egypt,EGY,2013,4.67
Egypt,EGY,2014,4.77
El Salvador,SLV,2000,7.84
El Salvador,SLV,2001,7.89
El Salvador,SLV,2002,7.89
El Salvador,SLV,2003,7.77
El Salvador,SLV,2004,8.13
El Salvador,SLV,2005,9.2
El Salvador,SLV,2006,8.69
El Salvador,SLV,2007,8.48
El Salvador,SLV,2008,8.5
El Salvador,SLV,2009,8.84
El Salvador,SLV,2010,8.9
El Salvador,SLV,2011,8.88
El Salvador,SLV,2012,8.61
El Salvador,SLV,2013,9.05
El Salvador,SLV,2014,8.6
Equatorial Guinea,GNQ,2000,1.11
Equatorial Guinea,GNQ,2001,1.2
Equatorial Guinea,GNQ,2002,2.75
Equatorial Guinea,GNQ,2003,1.83
Equatorial Guinea,GNQ,2004,1.45
Equatorial Guinea,GNQ,2005,1.3
Equatorial Guinea,GNQ,2006,1.29
Equatorial Guinea,GNQ,2007,1.3
Equatorial Guinea,GNQ,2008,1.12
Equatorial Guinea,GNQ,2009,1.77
Equatorial Guinea,GNQ,2010,1.62
Equatorial Guinea,GNQ,2011,1.43
Equatorial Guinea,GNQ,2012,1.51
Equatorial Guinea,GNQ,2013,1.64
Equatorial Guinea,GNQ,2014,1.75
Eritrea,ERI,2000,5.77
Eritrea,ERI,2001,5.92
Eritrea,ERI,2002,6.69
Eritrea,ERI,2003,7.34
Eritrea,ERI,2004,7.01
Eritrea,ERI,2005,6.86
Eritrea,ERI,2006,6.86
Eritrea,ERI,2007,5.28
Eritrea,ERI,2008,6.42
Eritrea,ERI,2009,5.39
Eritrea,ERI,2010,4.84
Eritrea,ERI,2011,5.17
Eritrea,ERI,2012,3.74
Eritrea,ERI,2013,4.97
Eritrea,ERI,2014,4.03
Estonia,EST,2000,5.17
Estonia,EST,2001,4.78
Estonia,EST,2002,4.7
Estonia,EST,2003,5.14
Estonia,EST,2004,5.34
Estonia,EST,2005,5.3
Estonia,EST,2006,4.97
Estonia,EST,2007,5.18
Estonia,EST,2008,5.96
Estonia,EST,2009,6.84
Estonia,EST,2010,6.59
Estonia,EST,2011,6.08
Estonia,EST,2012,6.1
Estonia,EST,2013,6.28
Estonia,EST,2014,6.36
Eswatini,SWZ,2000,4.61
Eswatini,SWZ,2001,5.14
Eswatini,SWZ,2002,5.52
Eswatini,SWZ,2003,6.38
Eswatini,SWZ,2004,6.81
Eswatini,SWZ,2005,7.38
Eswatini,SWZ,2006,7.83
Eswatini,SWZ,2007,7.93
Eswatini,SWZ,2008,8.86
Eswatini,SWZ,2009,8.63
Eswatini,SWZ,2010,8.59
Eswatini,SWZ,2011,8.47
Eswatini,SWZ,2012,7.82
Eswatini,SWZ,2013,7.46
Eswatini,SWZ,2014,7.26
Ethiopia,ETH,2000,4.37
Ethiopia,ETH,2001,4.72
Ethiopia,ETH,2002,4.71
Ethiopia,ETH,2003,4.9
Ethiopia,ETH,2004,4.31
Ethiopia,ETH,2005,4.1
Ethiopia,ETH,2006,4.46
Ethiopia,ETH,2007,5
Ethiopia,ETH,2008,4.28
Ethiopia,ETH,2009,4.65
Ethiopia,ETH,2010,5.47
Ethiopia,ETH,2011,4.47
Ethiopia,ETH,2012,4.54
Ethiopia,ETH,2013,4.08
Ethiopia,ETH,2014,4.03
Europe (WHO),,2000,6.4
Europe (WHO),,2001,6.55
Europe (WHO),,2002,6.81
Europe (WHO),,2003,7.02
Europe (WHO),,2004,7.08
Europe (WHO),,2005,7.13
Europe (WHO),,2006,7.04
Europe (WHO),,2007,6.93
Europe (WHO),,2008,7.16
Europe (WHO),,2009,7.75
Europe (WHO),,2010,7.69
Europe (WHO),,2011,7.6
Europe (WHO),,2012,7.71
Europe (WHO),,2013,7.72
Europe (WHO),,2014,7.68
Fiji,FJI,2000,3.42
Fiji,FJI,2001,2.91
Fiji,FJI,2002,2.98
Fiji,FJI,2003,2.97
Fiji,FJI,2004,3.26
Fiji,FJI,2005,3.26
Fiji,FJI,2006,3.35
Fiji,FJI,2007,3.42
Fiji,FJI,2008,3.18
Fiji,FJI,2009,3.54
Fiji,FJI,2010,3.42
Fiji,FJI,2011,3.14
Fiji,FJI,2012,3.27
Fiji,FJI,2013,3.2
Fiji,FJI,2014,3.37
Finland,FIN,2000,7.09
Finland,FIN,2001,7.25
Finland,FIN,2002,7.63
Finland,FIN,2003,7.94
Finland,FIN,2004,8.06
Finland,FIN,2005,8.29
Finland,FIN,2006,8.28
Finland,FIN,2007,8.08
Finland,FIN,2008,8.34
Finland,FIN,2009,9.16
Finland,FIN,2010,9.14
Finland,FIN,2011,9.22
Finland,FIN,2012,9.59
Finland,FIN,2013,9.81
Finland,FIN,2014,9.78
France,FRA,2000,9.58
France,FRA,2001,9.71
France,FRA,2002,10.02
France,FRA,2003,10.08
France,FRA,2004,10.16
France,FRA,2005,10.21
France,FRA,2006,10.39
France,FRA,2007,10.32
France,FRA,2008,10.5
France,FRA,2009,11.29
France,FRA,2010,11.23
France,FRA,2011,11.18
France,FRA,2012,11.3
France,FRA,2013,11.4
France,FRA,2014,11.54
Gabon,GAB,2000,2.9
Gabon,GAB,2001,3.15
Gabon,GAB,2002,3.32
Gabon,GAB,2003,3.53
Gabon,GAB,2004,3.33
Gabon,GAB,2005,2.93
Gabon,GAB,2006,3.14
Gabon,GAB,2007,3.16
Gabon,GAB,2008,2.79
Gabon,GAB,2009,3.84
Gabon,GAB,2010,2.48
Gabon,GAB,2011,2.56
Gabon,GAB,2012,2.42
Gabon,GAB,2013,2.84
Gabon,GAB,2014,2.53
Gambia,GMB,2000,6.65
Gambia,GMB,2001,5.64
Gambia,GMB,2002,6.28
Gambia,GMB,2003,5.33
Gambia,GMB,2004,5.42
Gambia,GMB,2005,5.39
Gambia,GMB,2006,5.44
Gambia,GMB,2007,4.96
Gambia,GMB,2008,4.66
Gambia,GMB,2009,4.46
Gambia,GMB,2010,4.12
Gambia,GMB,2011,4.37
Gambia,GMB,2012,4.27
Gambia,GMB,2013,3.91
Gambia,GMB,2014,3.05
Georgia,GEO,2000,7.19
Georgia,GEO,2001,7.17
Georgia,GEO,2002,7.81
Georgia,GEO,2003,8.03
Georgia,GEO,2004,8.09
Georgia,GEO,2005,8.08
Georgia,GEO,2006,7.63
Georgia,GEO,2007,7.44
Georgia,GEO,2008,8.44
Georgia,GEO,2009,9.57
Georgia,GEO,2010,9.07
Georgia,GEO,2011,8.01
Georgia,GEO,2012,8.05
Georgia,GEO,2013,7.88
Georgia,GEO,2014,7.9
Germany,DEU,2000,9.89
Germany,DEU,2001,9.92
Germany,DEU,2002,10.18
Germany,DEU,2003,10.4
Germany,DEU,2004,10.15
Germany,DEU,2005,10.31
Germany,DEU,2006,10.18
Germany,DEU,2007,10.05
Germany,DEU,2008,10.25
Germany,DEU,2009,11.24
Germany,DEU,2010,11.1
Germany,DEU,2011,10.78
Germany,DEU,2012,10.85
Germany,DEU,2013,11
Germany,DEU,2014,11.03
Ghana,GHA,2000,2.79
Ghana,GHA,2001,3.17
Ghana,GHA,2002,2.89
Ghana,GHA,2003,2.83
Ghana,GHA,2004,2.76
Ghana,GHA,2005,3.63
Ghana,GHA,2006,3.67
Ghana,GHA,2007,3.8
Ghana,GHA,2008,3.88
Ghana,GHA,2009,4.38
Ghana,GHA,2010,4.22
Ghana,GHA,2011,4.69
Ghana,GHA,2012,4.01
Ghana,GHA,2013,4.59
Ghana,GHA,2014,4.02
Greece,GRC,2000,7.24
Greece,GRC,2001,7.99
Greece,GRC,2002,8.23
Greece,GRC,2003,8.45
Greece,GRC,2004,8.09
Greece,GRC,2005,8.56
Greece,GRC,2006,8.26
Greece,GRC,2007,8.4
Greece,GRC,2008,8.83
Greece,GRC,2009,9.41
Greece,GRC,2010,9.6
Greece,GRC,2011,9.19
Greece,GRC,2012,8.92
Greece,GRC,2013,8.44
Greece,GRC,2014,7.89
Grenada,GRD,2000,5.36
Grenada,GRD,2001,5.62
Grenada,GRD,2002,6.18
Grenada,GRD,2003,5.28
Grenada,GRD,2004,5.37
Grenada,GRD,2005,5.14
Grenada,GRD,2006,5.11
Grenada,GRD,2007,5.24
Grenada,GRD,2008,5.39
Grenada,GRD,2009,5.43
Grenada,GRD,2010,5.42
Grenada,GRD,2011,5.8
Grenada,GRD,2012,5.82
Grenada,GRD,2013,5.63
Grenada,GRD,2014,4.77
Guatemala,GTM,2000,5.4
Guatemala,GTM,2001,6.07
Guatemala,GTM,2002,6.01
Guatemala,GTM,2003,6.15
Guatemala,GTM,2004,6.26
Guatemala,GTM,2005,6.15
Guatemala,GTM,2006,6.36
Guatemala,GTM,2007,6.19
Guatemala,GTM,2008,6.08
Guatemala,GTM,2009,6.34
Guatemala,GTM,2010,6.12
Guatemala,GTM,2011,5.96
Guatemala,GTM,2012,6.07
Guatemala,GTM,2013,5.77
Guatemala,GTM,2014,5.89
Guinea,GIN,2000,4.75
Guinea,GIN,2001,4.89
Guinea,GIN,2002,5.36
Guinea,GIN,2003,4.78
Guinea,GIN,2004,4.78
Guinea,GIN,2005,4.05
Guinea,GIN,2006,3.62
Guinea,GIN,2007,3.47
Guinea,GIN,2008,3.27
Guinea,GIN,2009,3.58
Guinea,GIN,2010,3.43
Guinea,GIN,2011,3.79
Guinea,GIN,2012,3.5
Guinea,GIN,2013,3.46
Guinea,GIN,2014,4.79
Guinea-Bissau,GNB,2000,4.19
Guinea-Bissau,GNB,2001,4.53
Guinea-Bissau,GNB,2002,3.97
Guinea-Bissau,GNB,2003,3.53
Guinea-Bissau,GNB,2004,4.28
Guinea-Bissau,GNB,2005,4.55
Guinea-Bissau,GNB,2006,5.08
Guinea-Bissau,GNB,2007,5.04
Guinea-Bissau,GNB,2008,5.46
Guinea-Bissau,GNB,2009,4.73
Guinea-Bissau,GNB,2010,5.27
Guinea-Bissau,GNB,2011,6.22
Guinea-Bissau,GNB,2012,5.94
Guinea-Bissau,GNB,2013,7.04
Guinea-Bissau,GNB,2014,9.97
Guyana,GUY,2000,3.19
Guyana,GUY,2001,3.06
Guyana,GUY,2002,3.19
Guyana,GUY,2003,3.27
Guyana,GUY,2004,3.44
Guyana,GUY,2005,3.79
Guyana,GUY,2006,3.93
Guyana,GUY,2007,4.28
Guyana,GUY,2008,4.2
Guyana,GUY,2009,4.35
Guyana,GUY,2010,4.22
Guyana,GUY,2011,4.17
Guyana,GUY,2012,3.71
Guyana,GUY,2013,3.8
Guyana,GUY,2014,3.95
Haiti,HTI,2000,3.99
Haiti,HTI,2001,3.75
Haiti,HTI,2002,3.43
Haiti,HTI,2003,3.54
Haiti,HTI,2004,3.43
Haiti,HTI,2005,3.31
Haiti,HTI,2006,3.48
Haiti,HTI,2007,3.65
Haiti,HTI,2008,3.76
Haiti,HTI,2009,3.5
Haiti,HTI,2010,4.55
Haiti,HTI,2011,5.91
Haiti,HTI,2012,5.56
Haiti,HTI,2013,4.11
Haiti,HTI,2014,4.52
Honduras,HND,2000,6.27
Honduras,HND,2001,5.93
Honduras,HND,2002,6.24
Honduras,HND,2003,6.89
Honduras,HND,2004,6.85
Honduras,HND,2005,7.5
Honduras,HND,2006,7.86
Honduras,HND,2007,8.08
Honduras,HND,2008,8.6
Honduras,HND,2009,9
Honduras,HND,2010,8.73
Honduras,HND,2011,8.79
Honduras,HND,2012,8.66
Honduras,HND,2013,8.48
Honduras,HND,2014,7.91
Hungary,HUN,2000,6.78
Hungary,HUN,2001,6.83
Hungary,HUN,2002,7.12
Hungary,HUN,2003,8.12
Hungary,HUN,2004,7.76
Hungary,HUN,2005,7.98
Hungary,HUN,2006,7.78
Hungary,HUN,2007,7.2
Hungary,HUN,2008,7.09
Hungary,HUN,2009,7.22
Hungary,HUN,2010,7.45
Hungary,HUN,2011,7.48
Hungary,HUN,2012,7.41
Hungary,HUN,2013,7.23
Hungary,HUN,2014,7.05
Iceland,ISL,2000,8.9
Iceland,ISL,2001,8.75
Iceland,ISL,2002,9.4
Iceland,ISL,2003,9.73
Iceland,ISL,2004,9.33
Iceland,ISL,2005,8.95
Iceland,ISL,2006,8.56
Iceland,ISL,2007,8.35
Iceland,ISL,2008,8.34
Iceland,ISL,2009,8.78
Iceland,ISL,2010,8.36
Iceland,ISL,2011,8.2
Iceland,ISL,2012,8.18
Iceland,ISL,2013,8.18
Iceland,ISL,2014,8.23
India,IND,2000,4.03
India,IND,2001,4.26
India,IND,2002,4.24
India,IND,2003,4.01
India,IND,2004,3.96
India,IND,2005,3.79
India,IND,2006,3.63
India,IND,2007,3.52
India,IND,2008,3.51
India,IND,2009,3.49
India,IND,2010,3.27
India,IND,2011,3.25
India,IND,2012,3.33
India,IND,2013,3.75
India,IND,2014,3.62
Indonesia,IDN,2000,1.85
Indonesia,IDN,2001,2.12
Indonesia,IDN,2002,1.98
Indonesia,IDN,2003,2.25
Indonesia,IDN,2004,2.12
Indonesia,IDN,2005,2.53
Indonesia,IDN,2006,2.62
Indonesia,IDN,2007,2.82
Indonesia,IDN,2008,2.55
Indonesia,IDN,2009,2.62
Indonesia,IDN,2010,2.79
Indonesia,IDN,2011,2.99
Indonesia,IDN,2012,2.91
Indonesia,IDN,2013,2.87
Indonesia,IDN,2014,2.96
Iran,IRN,2000,4.72
Iran,IRN,2001,5.16
Iran,IRN,2002,4.65
Iran,IRN,2003,4.96
Iran,IRN,2004,5.13
Iran,IRN,2005,5.3
Iran,IRN,2006,5.16
Iran,IRN,2007,4.91
Iran,IRN,2008,5.04
Iran,IRN,2009,6.11
Iran,IRN,2010,6.29
Iran,IRN,2011,6.1
Iran,IRN,2012,6.12
Iran,IRN,2013,5.55
Iran,IRN,2014,6.35
Iraq,IRQ,2003,3
Iraq,IRQ,2004,3.9
Iraq,IRQ,2005,3.02
Iraq,IRQ,2006,2.49
Iraq,IRQ,2007,3.21
Iraq,IRQ,2008,3.07
Iraq,IRQ,2009,3.77
Iraq,IRQ,2010,3.24
Iraq,IRQ,2011,2.8
Iraq,IRQ,2012,2.69
Iraq,IRQ,2013,2.81
Iraq,IRQ,2014,2.79
Ireland,IRL,2000,5.9
Ireland,IRL,2001,6.39
Ireland,IRL,2002,6.67
Ireland,IRL,2003,7.01
Ireland,IRL,2004,7.22
Ireland,IRL,2005,7.64
Ireland,IRL,2006,7.52
Ireland,IRL,2007,7.81
Ireland,IRL,2008,9.13
Ireland,IRL,2009,10.52
Ireland,IRL,2010,10.52
Ireland,IRL,2011,10.61
Ireland,IRL,2012,10.6
Ireland,IRL,2013,10.28
Ireland,IRL,2014,9.51
Israel,ISR,2000,6.62
Israel,ISR,2001,7.02
Israel,ISR,2002,6.92
Israel,ISR,2003,6.86
Israel,ISR,2004,6.8
Israel,ISR,2005,6.9
Israel,ISR,2006,6.71
Israel,ISR,2007,6.7
Israel,ISR,2008,6.83
Israel,ISR,2009,6.92
Israel,ISR,2010,6.89
Israel,ISR,2011,6.84
Israel,ISR,2012,6.98
Israel,ISR,2013,6.96
Israel,ISR,2014,7.05
Italy,ITA,2000,7.57
Italy,ITA,2001,7.74
Italy,ITA,2002,7.87
Italy,ITA,2003,7.83
Italy,ITA,2004,8.17
Italy,ITA,2005,8.34
Italy,ITA,2006,8.44
Italy,ITA,2007,8.14
Italy,ITA,2008,8.53
Italy,ITA,2009,8.95
Italy,ITA,2010,8.92
Italy,ITA,2011,8.77
Italy,ITA,2012,8.78
Italy,ITA,2013,8.78
Italy,ITA,2014,8.87
Jamaica,JAM,2000,5.64
Jamaica,JAM,2001,5.16
Jamaica,JAM,2002,4.75
Jamaica,JAM,2003,4.22
Jamaica,JAM,2004,4.8
Jamaica,JAM,2005,4.55
Jamaica,JAM,2006,4.21
Jamaica,JAM,2007,5.32
Jamaica,JAM,2008,5.61
Jamaica,JAM,2009,5.15
Jamaica,JAM,2010,5.3
Jamaica,JAM,2011,5.24
Jamaica,JAM,2012,4.89
Jamaica,JAM,2013,4.95
Jamaica,JAM,2014,5.17
Japan,JPN,2000,7.03
Japan,JPN,2001,7.24
Japan,JPN,2002,7.35
Japan,JPN,2003,7.49
Japan,JPN,2004,7.54
Japan,JPN,2005,7.66
Japan,JPN,2006,7.69
Japan,JPN,2007,7.78
Japan,JPN,2008,8.09
Japan,JPN,2009,8.96
Japan,JPN,2010,9.06
Japan,JPN,2011,10.49
Japan,JPN,2012,10.67
Japan,JPN,2013,10.67
Japan,JPN,2014,10.73
Jordan,JOR,2000,9.34
Jordan,JOR,2001,9.57
Jordan,JOR,2002,9.28
Jordan,JOR,2003,8.79
Jordan,JOR,2004,8.75
Jordan,JOR,2005,8.49
Jordan,JOR,2006,7.68
Jordan,JOR,2007,7.91
Jordan,JOR,2008,8.49
Jordan,JOR,2009,9.22
Jordan,JOR,2010,8.17
Jordan,JOR,2011,8.15
Jordan,JOR,2012,7.82
Jordan,JOR,2013,7.17
Jordan,JOR,2014,7.21
Kazakhstan,KAZ,2000,4.16
Kazakhstan,KAZ,2001,3.47
Kazakhstan,KAZ,2002,3.61
Kazakhstan,KAZ,2003,3.72
Kazakhstan,KAZ,2004,3.98
Kazakhstan,KAZ,2005,3.9
Kazakhstan,KAZ,2006,3.4
Kazakhstan,KAZ,2007,2.7
Kazakhstan,KAZ,2008,3.05
Kazakhstan,KAZ,2009,3.5
Kazakhstan,KAZ,2010,2.74
Kazakhstan,KAZ,2011,2.6
Kazakhstan,KAZ,2012,3.04
Kazakhstan,KAZ,2013,2.66
Kazakhstan,KAZ,2014,2.97
Kenya,KEN,2000,3.63
Kenya,KEN,2001,3.77
Kenya,KEN,2002,3.85
Kenya,KEN,2003,4.06
Kenya,KEN,2004,4.24
Kenya,KEN,2005,4.24
Kenya,KEN,2006,5.11
Kenya,KEN,2007,5.22
Kenya,KEN,2008,5.29
Kenya,KEN,2009,5.27
Kenya,KEN,2010,5.39
Kenya,KEN,2011,5.2
Kenya,KEN,2012,5.02
Kenya,KEN,2013,4.93
Kenya,KEN,2014,4.91
Kiribati,KIR,2000,8.65
Kiribati,KIR,2001,12.3
Kiribati,KIR,2002,11.87
Kiribati,KIR,2003,10.7
Kiribati,KIR,2004,12.43
Kiribati,KIR,2005,11.52
Kiribati,KIR,2006,11.53
Kiribati,KIR,2007,11.34
Kiribati,KIR,2008,14.05
Kiribati,KIR,2009,13.49
Kiribati,KIR,2010,9.34
Kiribati,KIR,2011,8.67
Kiribati,KIR,2012,8.69
Kiribati,KIR,2013,9.53
Kiribati,KIR,2014,10.09
Kuwait,KWT,2000,2.2
Kuwait,KWT,2001,3.19
Kuwait,KWT,2002,3.12
Kuwait,KWT,2003,2.76
Kuwait,KWT,2004,2.36
Kuwait,KWT,2005,2.01
Kuwait,KWT,2006,1.82
Kuwait,KWT,2007,1.93
Kuwait,KWT,2008,1.92
Kuwait,KWT,2009,2.71
Kuwait,KWT,2010,2.68
Kuwait,KWT,2011,2.33
Kuwait,KWT,2012,2.33
Kuwait,KWT,2013,2.49
Kuwait,KWT,2014,2.92
Kyrgyzstan,KGZ,2000,4.41
Kyrgyzstan,KGZ,2001,4.28
Kyrgyzstan,KGZ,2002,4.59
Kyrgyzstan,KGZ,2003,5.82
Kyrgyzstan,KGZ,2004,6.2
Kyrgyzstan,KGZ,2005,7.45
Kyrgyzstan,KGZ,2006,8.31
Kyrgyzstan,KGZ,2007,6.93
Kyrgyzstan,KGZ,2008,6.53
Kyrgyzstan,KGZ,2009,6.9
Kyrgyzstan,KGZ,2010,6.95
Kyrgyzstan,KGZ,2011,7.11
Kyrgyzstan,KGZ,2012,8.51
Kyrgyzstan,KGZ,2013,8.19
Kyrgyzstan,KGZ,2014,7.36
Laos,LAO,2000,4.28
Laos,LAO,2001,4.29
Laos,LAO,2002,3.7
Laos,LAO,2003,4.48
Laos,LAO,2004,3.54
Laos,LAO,2005,3.34
Laos,LAO,2006,2.93
Laos,LAO,2007,3.15
Laos,LAO,2008,2.77
Laos,LAO,2009,3.46
Laos,LAO,2010,2.91
Laos,LAO,2011,1.94
Laos,LAO,2012,2.08
Laos,LAO,2013,2.4
Laos,LAO,2014,2.3
Latvia,LVA,2000,5.43
Latvia,LVA,2001,5.77
Latvia,LVA,2002,5.76
Latvia,LVA,2003,5.48
Latvia,LVA,2004,6.2
Latvia,LVA,2005,5.83
Latvia,LVA,2006,5.7
Latvia,LVA,2007,5.51
Latvia,LVA,2008,5.58
Latvia,LVA,2009,6.1
Latvia,LVA,2010,6.1
Latvia,LVA,2011,5.72
Latvia,LVA,2012,5.41
Latvia,LVA,2013,5.41
Latvia,LVA,2014,5.46
Lebanon,LBN,2000,10.83
Lebanon,LBN,2001,10.56
Lebanon,LBN,2002,9.28
Lebanon,LBN,2003,8.67
Lebanon,LBN,2004,8
Lebanon,LBN,2005,7.55
